Actual,Predicted
34733194.0,34788369.88394666
34746838.0,34790590.009824514
34752164.0,34793460.13922328
34758481.0,34797931.63719505
34765976.0,34802522.775283575
34772626.0,34805864.06472975
34779815.0,34809630.878302515
34786802.0,34813683.019164026
34793333.0,34817745.43838608
34799691.0,34821941.06516081
34808886.0,34826077.4885788
34822040.0,34830628.33549398
34838804.0,34836598.41843331
34861579.0,34845166.04864973
34889132.0,34857342.61682093
34922882.0,34874027.68506187
34960261.0,34896771.23014283
35018358.0,34926184.608949065
35109286.0,34967602.29060376
35226386.0,35033444.23485583
35368372.0,35143290.71854472
35528004.0,35311468.13173336
35707727.0,35535194.32778925
35875790.0,35800659.30148327
36070510.0,36072879.21372789
36317927.0,36337256.32574177
36582129.0,36597396.69753873
36850962.0,36869512.695558235
37122164.0,37150914.16449466
37380253.0,37428594.918305375
37618271.0,37699746.13801226
37901241.0,37959328.75457422
38218773.0,38208167.91477585
38566027.0,38458176.08431414
38903731.0,38729601.787639394
39237264.0,39004879.30657913
39543328.0,39268312.865094915
39799202.0,39503169.70335288
40085116.0,39708466.59338324
40371500.0,39880492.84146179
40622709.0,40027631.786800385
40858241.0,40171659.164051
41092522.0,40299695.87909913
41302440.0,40406762.68296206
41469499.0,40501691.56528944
41630885.0,40586828.4590922
