Actual,Predicted
0.0,0.0
0.0,0.0
0.0,0.003547351288816845
0.0,0.007341882942503031
0.0,0.01140179822796339
0.0,0.01575216666346192
0.0,0.020483421363483252
0.0,0.025622278686226022
1.0,0.031168738631690222
1.0,0.03712280119987585
1.0,0.04348446639078291
2.0,0.0502537342044114
3.0,0.05743060464076132
3.0,0.06501914124216532
3.0,0.07322349675530807
3.0,0.0821576688609873
3.0,0.09182165755920303
3.0,0.10221546284995531
3.0,0.11333908473324408
3.0,0.12519252320906937
3.0,0.13777577827743115
3.0,0.15108884993832947
3.0,0.1654120819483911
3.0,0.18104883066552235
3.0,0.19799921295842424
3.0,0.21626322882709667
3.0,0.23584087827153966
3.0,0.25673216129175325
3.0,0.2789370778877375
3.0,0.3024556280594923
3.0,0.32762244737743135
3.0,0.3551249842140006
3.0,0.3849838501104253
3.0,0.41719904506670524
3.0,0.4517705690828405
3.0,0.48869842215883125
3.0,0.5279826042946774
3.0,0.5696231154903787
3.0,0.6139818606343992
3.0,0.6624325007755986
5.0,0.7151083113333253
5.0,0.7720092923075795
28.0,0.833135443698361
30.0,0.8984867655056701
31.0,0.9680632577295064
34.0,1.0418649203698704
39.0,1.1202213251704334
42.99999999999999,1.2056350269101188
56.0,1.2986248969503817
62.0,1.3991909352912224
73.0,1.5073331419326408
82.0,1.623051516874637
102.0,1.7463460601172105
113.0,1.877216771660362
118.99999999999999,2.0158513437671486
141.99999999999997,2.1659718075614194
156.0,2.3290267700678924
194.0,2.5050162312865663
244.0,2.693940191217442
330.0,2.8957986498605184
396.0,3.1105916072157966
499.0,3.3393735809187364
536.0,3.588045247489561
656.9999999999999,3.857522248636885
727.0,4.147804584360709
887.0,4.458892254661034
987.0,4.790785259537858
1024.0,5.143483598991182
1251.0000000000002,5.520169218118142
1397.0,5.928094798026088
1997.9999999999998,6.3675422974125775
2543.0,6.8385117162776075
2567.0,7.341003054621182
3081.9999999999995,7.879679719968475
3587.9999999999995,8.462587349156667
4778.0,9.089866756236917
5311.000000000001,9.761517941209219
5915.999999999999,10.477540904073576
6725.0,11.244996498238145
7598.000000000001,12.072999905526647
8445.999999999998,12.96158718232756
9205.000000000002,13.910760389120055
10453.0,14.930364636664219
11487.0,16.029689569508257
12322.0,17.20873518765217
13430.0,18.46760721065885
14351.999999999998,19.81975673170539
15722.0,21.274548994761897
17615.0,22.831983999828378
18539.0,24.50119325612009
