Actual,Predicted
10977387.0,11298646.106154293
10991651.0,11296926.76963529
11005850.0,11295261.910700977
11016434.0,11293658.114553899
11030176.0,11292217.75116089
11046914.0,11290958.181510478
11063491.0,11289889.58273387
11079979.0,11288729.389776409
11096731.0,11287615.293236762
11112241.0,11286701.746047348
11124527.0,11285990.544172496
11139516.0,11285478.095683545
11156923.0,11285170.387128264
11173761.000000002,11285062.629268438
11192045.0,11285109.324341029
11210799.0,11285366.745895058
11229398.0,11285885.180931777
11244786.000000002,11286686.779677927
11262706.999999998,11287729.037644356
11285561.0,11288985.614020884
11308846.000000002,11290552.2935718
11333728.0,11292709.845387429
11359048.0,11295585.782935232
11385338.999999998,11299071.151045829
11409831.0,11303273.10892427
11438734.0,11308096.47046104
11474605.0,11313680.123564363
11514331.0,11320401.220743626
11555284.000000002,11329328.36077544
11599130.0,11340877.010074914
11646081.0,11354880.143959314
11686796.0,11371438.935085922
11734058.0,11390459.993309557
11787534.0,11411869.68409267
11846652.0,11435565.637468427
11908910.0,11465181.687932074
11971624.0,11501209.331055373
12039644.0,11543467.773095727
12095855.0,11591753.47142902
12149335.0,11643934.01774025
12221665.0,11698545.701100111
12303131.0,11754001.487695277
12392260.0,11819482.945837706
12485509.0,11903802.273842067
12589067.0,12002477.343394369
12686049.0,12115832.625383645
12801785.0,12240564.74275145
12928574.0,12380160.260917932
13060542.0,12532393.381422907
13205926.0,12709336.576495558
13358805.0,12905082.320798308
13527717.0,13116402.069119811
13689453.0,13347394.810716897
13873825.0,13588939.441410065
14074564.0,13842803.190100461
14291917.0,14102130.26228404
14526609.0,14383167.549948692
14788003.0,14679174.798962295
15061805.0,14990686.009385765
15320972.0,15317304.273102075
15616130.0,15653384.87422067
15930774.0,15989127.235390365
16263695.0,16325737.645986438
16610481.0,16689066.617926389
16960172.0,17068368.896621227
17313163.0,17460375.82698956
17636186.0,17858656.65941888
17997113.0,18252039.298464328
18376421.0,18637218.271775737
18762976.0,19017425.417165726
19164969.0,19422196.26603046
19557457.0,19835272.252613902
19925517.0,20248252.903424136
20282833.0,20653477.831937082
20664979.0,21034248.910126828
21077410.0,21393327.133824028
21491598.0,21750588.140946217
21892676.0,22120741.77734182
22296081.0,22494434.062123157
22662575.0,22855665.048397772
22992516.999999996,23198204.835230775
23340938.000000004,23519335.529935442
23703665.000000004,23810267.53341493
24046809.0,24087521.92154491
24372907.0,24370834.097361445
24684077.0,24651030.275064677
24965463.0,24916746.19102639
25228996.0,25169745.48221907
25496330.0,25409346.879506707
25772440.0,25635568.342532605
26031990.999999996,25860501.500478804
26289290.0,26092002.499981403
26530132.0,26326062.150000095
26752447.000000004,26552739.787965924
26948874.0,26772070.135855943
27157795.0,26974425.028894693
27369093.0,27160403.72051376
27555457.000000004,27336430.375123113
27729247.0,27511284.86367947
27894799.999999996,27673128.1893166
28047534.0,27815099.76829225
28175044.0,27943366.942117125
28307832.0,28057605.2399022
28441986.000000004,28156952.59876886
28574350.0,28245166.774751157
28694879.0,28331595.163534224
28809339.0,28413249.879126996
28909975.0,28487710.560266823
28996473.0,28553211.774016887
29089069.0,28610616.78056535
29182532.0,28659851.34671989
29274823.0,28704714.535694152
29359154.999999996,28749465.177570373
29439989.0,28792018.15776092
29510410.0,28831207.895415336
29570881.0,28866082.529438496
29633105.0,28896984.490362734
29700312.999999996,28923387.560639232
29762793.0,28947422.352618665
29823546.0,28971549.337433726
29881772.0,28995250.678702474
29935221.0,29017030.936792433
29977860.999999996,29037379.811311036
30028709.0,29055763.302197367
30082778.0,29071916.804040074
30134445.000000004,29086825.70260179
30183143.0,29103029.49144575
30233183.0,29119007.58743885
30279331.0,29133930.85371521
30316897.0,29148030.371018678
30362848.0,29161379.7738868
30411634.0,29173270.85371861
30458251.0,29184464.500735432
30502362.0,29196831.511114806
30545433.0,29209060.830895513
30585229.0,29220462.809774667
30619932.0,29231097.911884725
30663665.0,29240983.498214215
30709557.0,29250038.750368267
30752950.0,29258985.04735294
30795716.000000004,29269010.718900204
30837222.0,29278886.726753265
30874376.000000004,29288161.08655563
30907281.999999996,29296987.65258494
30946147.0,29305106.60866806
30987880.000000004,29312388.645373195
31026829.0,29319480.309859306
31064908.0,29327241.27038589
