Actual,Predicted
0.001990650842018448,0.005299083300187877
0.0026993298948686764,0.005538454934969936
0.0034047795493429168,0.005792043722016635
0.003930624971059617,0.006059909147320713
0.004613369470798008,0.006321647515372667
0.005444964394143989,0.006576069106317713
0.006268560346127893,0.006837331586427754
0.0070877345064893,0.007154689357690747
0.007920024992562467,0.007506667976727885
0.008690609128128041,0.007866498746806581
0.00930101510424397,0.008230671994355232
0.010045714369749615,0.00858140140754485
0.010910547254842438,0.008913214275043439
0.011747110483382317,0.009250856769830458
0.012655515405025167,0.009642631518010042
0.013587271361079142,0.010072655759520852
0.01451132644408261,0.010521180144773518
0.01527584924731171,0.011000637246250505
0.016166219221100925,0.01147830976794532
0.017301675690102547,0.01194854654054775
0.018458545554489694,0.012440198270536247
0.019694759252822564,0.013025956841037972
0.020952734127904438,0.01370582225205292
0.02225895124641861,0.014429112437767398
0.02347578855449544,0.015205166699041438
0.024911777804672842,0.016008049143040805
0.026693958560757496,0.016856140941521873
0.02866766748206494,0.01779744729062508
0.03070233750810083,0.018944932090561938
0.03288074060339468,0.020300320435121883
0.03521340957495754,0.021807219603188266
0.03723625503463206,0.02345307805029314
0.03958437543534773,0.025203572358626053
0.04224122632080901,0.027043712058016763
0.04517838898530712,0.02897331869048705
0.04827155643289203,0.031245267211170744
0.051387379352160825,0.03384754144953455
0.05476682054501516,0.03672517634828756
0.057559554577528114,0.039840933675975104
0.06021660419519715,0.04304371901103993
0.06381017934190625,0.04624019883087441
0.06785765885112514,0.04939081495030705
0.07228585958734847,0.053004648495198925
0.07691875449755829,0.05747519930751902
0.08206383199020173,0.06251675616414155
0.08688219373329782,0.0681133173330197
0.09263231143244784,0.07408856633167485
0.09893157590467372,0.08058925510419428
0.10548814890288893,0.08754150204759607
0.11271126972591053,0.09545617286752345
0.12030676502321093,0.10407075587801883
0.1286988286922407,0.11327561839446412
0.13673436678056006,0.12326617190300718
0.14589453043255857,0.13370614208669399
0.15586785659563382,0.14468124826106155
0.16666661698361473,0.15597454501059047
0.17832683180915668,0.1683188997658262
0.19131368348755948,0.18147047944253125
0.20491700247441474,0.19548909720640475
0.21779320999615057,0.2104025032730595
0.23245756024020361,0.2259583878042927
0.24809003443432967,0.2416382708873905
0.26463056576873495,0.25751759563264426
0.281859952618267,0.2747466724246459
0.29923366873368035,0.29277767988476316
0.31677133892049064,0.31139926428079395
0.332820107406809,0.3302498251343757
0.3507520622938029,0.3487792508561554
0.3695972413584777,0.3667992831506123
0.3888024735005506,0.38453669005781665
0.40877471259844944,0.40332992128589606
0.4282747142876732,0.4224520431320808
0.44656105838414417,0.4415537687185051
0.46431360777058833,0.4602967863329636
0.4832997873366645,0.4779668625321365
0.503790618130697,0.49476082903024815
0.5243687420469855,0.5116305658116113
0.5442955211523607,0.5292491643198175
0.5643379127195967,0.5471982298249366
0.5825464531567319,0.5647775006561933
0.5989389786794126,0.5816744374077363
0.6162495973188641,0.5977755408054195
0.6342709816993471,0.6126971261960759
0.6513194228737194,0.6272624499762179
0.6675209667447486,0.6425403862063778
0.6829808420164403,0.6581470866469082
0.6969609572691969,0.6734651610506688
0.710054080995696,0.6885192812331479
0.7233360500026134,0.7031811805225018
0.7370540374733425,0.7173322141062125
0.7499493232870228,0.7316050750030528
0.7627327228677375,0.7463985275653492
0.7746984884627011,0.7613934740565511
0.7857437761544006,0.7758427406648591
0.7955028689975172,0.7897047020668543
0.805882701891553,0.802336790568969
0.8163806314000466,0.8137751736547885
0.8256397636915064,0.8243797415803843
0.834274181287892,0.8347390487579169
0.8424993595854605,0.8441701365047489
0.8500876508402299,0.852268856986211
0.8564227367929034,0.8594457825241884
0.8630200498937081,0.8657361288263824
0.8696852300434608,0.871115982523712
0.8762614775302435,0.8757764721108481
0.8822497260973347,0.8802748028817773
0.8879364482222112,0.884463211630536
0.8929363518370904,0.8882302810927237
0.8972338364636637,0.8914891617189414
0.9018342883409577,0.8943146274020622
0.9064778154242823,0.896696922439277
0.9110631139707351,0.8988152186407157
0.9152529851068096,0.9009081738092474
0.9192690649272034,0.902877160168911
0.922767795127762,0.9046725664017619
0.9257721789615327,0.9062478744614783
0.9288636571853518,0.9076358611300592
0.9322027557400321,0.9088044634574184
